word	book0	book1	book2
broadwise	1	0	0
brocade	0	1	0
broke	0	0	2
broken	0	7	5
bronze	0	1	0
brooch	1	0	1
brood	2	9	4
brook	0	0	1
broth	0	0	6
brother	10	66	17
brotherhood	0	1	0
brothers	0	3	0
brow	3	4	3
browe	1	0	1
browlow	0	0	2
brown	5	13	5
brownlow	0	0	173
bruise	0	1	6
brush	1	1	3
brushing	0	0	1
brutal	0	0	2
brutality	0	1	2
brute	0	2	8
brutus	0	4	0
bt	1	0	0
bubble	1	0	1
buck	1	0	0
bucket	0	0	1
buckle	0	1	0
buff	3	0	0
buffet	0	1	0
buffeted	0	0	1
build	3	8	10
building	1	14	13
bulk	0	1	1
bulky	0	1	1
bull	1	5	6
bullet	0	1	2
bully	0	3	2
bullying	0	0	1
bulrush	0	0	1
bumble	0	0	397
bump	1	3	0
bumper	0	3	0
bumpers	0	1	0
bunch	1	1	4
bunche	0	1	1
bundle	5	8	18
buoy	0	0	1
burden	0	3	4
burdensome	1	0	0
burglar	0	0	1
burglarie	0	1	0
burglarious	0	0	1
burglary	0	0	4
burial	2	6	2
burly	0	0	1
burn	2	24	26
burning	0	1	2
burst	2	16	33
bursting	0	1	4
bury	4	15	11
buryin	0	1	0
bush	0	0	2
bushel	0	1	0
busily	0	4	4
business	26	135	50
bust	0	2	4
bustle	1	1	10
busy	5	11	15
butcher	0	2	5
butcherly	0	1	0
butchery	0	1	0
butler	1	0	3
butt	0	3	1
butter	1	3	7
buttered	0	0	1
button	4	0	8
buy	6	6	3
buyer	0	0	1
buzz	0	6	0
bye	4	9	6
bygone	1	0	0
bystander	0	0	4
byway	0	2	1
c	6	6	4
cab	2	0	0
cabbage	0	0	1
cabin	0	2	1
cabinet	0	1	0
cable	1	0	0
cabriolet	0	0	2
cachet	0	1	0
cad	0	0	1
cadaverous	0	2	1
caddy	0	0	1
cadence	0	1	0
caen	0	0	1
cage	0	4	3
cain	1	0	0
cake	5	0	3
cake50	1	0	0
calais	0	5	0
calamitie	0	0	1
calamity	0	3	1
calculate	2	5	8
calculation	0	1	3
caldron	0	1	0
calendar	1	1	1
calf	1	0	1
calico	1	0	1
call	22	95	89
calling	1	3	1
calm	1	12	13
calmer	0	0	1
calmly	1	3	0
calmness	0	2	2
cambric	0	0	1
cambridge	0	1	0
camden	2	0	1
came	5	20	18
can	12	44	27
canada	0	1	0
canal	0	0	1
canary	0	0	1
candidate	0	0	1
candle	8	12	46
candles	0	0	1
candlestick	0	0	4
candy	1	0	0
cane	0	1	18
canister	1	0	0
canker	0	0	1
cannibal	0	1	0
cannon	1	5	0
cannonier	0	2	0
canonise	0	1	0
canst	1	0	0
canter	0	1	0
canvas	0	1	4
cap	6	35	17
capable	1	7	3
capacious	3	0	1
capacity	1	5	3
cape	0	0	4
capital	1	4	4
capitulate	0	1	1
capricious	0	1	0
capriciously	0	1	0
captain	0	2	2
caption	1	0	0
captivate	0	0	1
captive	1	5	1
captivity	0	6	0
capture	0	1	5
car	0	1	1
carcase	0	0	2
carcass	0	0	1
card	2	21	9
care	9	48	57
cared	1	0	0
career	0	1	6
careful	0	4	8
carefully	1	9	18
careless	0	8	3
carelessly	1	3	9
carelessness	0	1	2
cares	0	1	0
caress	0	2	0
caressing	0	1	0
caressingly	0	1	0
careworn	1	0	0
caricature	0	1	0
caring	1	0	0
carmagnole	0	5	0
carnage	0	1	0
carol	9	1	1
caroline	3	0	0
carouse	0	1	0
carpenter	0	1	3
carpet	0	1	2
carriage	1	59	12
carrier	1	0	1
carrion	0	1	0
carry	10	63	61
cart	3	14	15
carter	0	0	2
carton	0	157	0
cartridge	0	1	0
carve	1	2	1
carver	0	1	0
case	5	52	43
casement	0	3	1
cash	1	0	1
cashier	0	1	0
cask	2	5	1
cast	3	17	29
castanet	0	0	1
caste	0	2	1
casting	0	1	1
castle	0	0	1
castor	0	0	1
casual	0	2	0
casually	0	1	0
cat	2	3	2
cataleptic	0	1	0
catalogue	0	0	1
catastrophe	0	0	1
catch	9	26	58
catechism	0	0	1
catechist	0	1	0
cathedral	0	5	2
cattle	0	2	3
cause	6	31	38
caustic	3	0	0
caustically	0	0	1
caution	0	2	9
cautionary	0	1	0
cautious	0	4	2
cautiously	1	5	11
cavalcade	0	1	0
cavalier	0	1	0
cavalry	0	1	0
cavern	1	0	1
cavernous	0	1	0
cdata	1	0	0
cease	5	15	18
ceaseless	0	0	1
ceile	0	0	1
ceiling	3	12	13
celebrate	1	0	0
celebration	0	1	0
celestial	1	1	0
cell	1	18	14
cellar	4	2	12
censure	0	0	1
center	14	3	3
centerbox	1	0	0
central	0	1	0
centre	2	5	8
century	0	2	0
cept	0	0	1
ceremony	0	6	10
certaid	0	0	1
certain	6	34	29
certainly	4	15	22
certainty	0	5	4
certificate	0	4	0
certify	0	0	1
cessation	0	3	1
cesspool	1	1	0
chafe	1	3	2
chaff	0	1	0
chafing	0	0	1
chagrin	0	0	1
chain	13	14	12
chair	10	43	100
chairman	0	0	4
chaise	1	1	12
chaldean	0	1	0
chalk	1	1	3
challenge	1	1	1
chamber	6	18	14
chambers	0	3	0
champ	0	1	0
chance	7	19	24
chanced	0	0	1
chancery	0	0	1
chandler	0	0	1
change	17	62	55
changed	0	1	1
changeless	0	1	0
changingly	0	1	0
channel	1	5	3
chap	0	0	5
chapel	1	0	2
chapter	0	91	64
char	0	1	1
character	2	22	29
characterise	0	2	0
characteristic	1	3	3
characteristics	0	0	1
characters	1	0	0
charcoal	1	1	0
charge	10	26	28
chargeable	0	0	1
charged	0	1	0
charger	0	1	0
chariot	0	1	2
charitable	2	1	3
charity	2	2	16
charle	0	15	2
charles	5	88	8
charley	0	0	83
charlotte	0	0	51
charly	0	0	1
charm	0	3	2
charming	0	4	1
charmingly	0	1	0
charwoman	1	0	0
chary	0	1	0
chase	0	7	3
chaste	0	1	3
chat	0	1	0
chateau	0	28	0
chatter	1	1	5
chattering	1	0	0
chatting	0	1	0
cheap	3	1	11
cheapness	1	0	0
cheat	1	3	1
check	4	17	17
checking	0	1	2
cheek	4	14	9
cheekbone	0	1	0
cheer	2	3	2
cheerful	9	6	12
cheerfully	1	4	2
cheerfulness	1	3	2
cheerless	0	0	3
cheery	1	1	0
cheese	1	4	6
chemist	0	4	0
cheque	0	1	0
chequer	0	0	1
cherish	0	4	4
cherry	1	0	0
chertsey	0	0	13
chest	0	6	4
chester	0	0	1
chestnut	1	1	0
chestnuts	4	0	0
chew	0	2	0
chicken	0	1	0
chickwee	0	0	1
chickweed	0	0	17
chiding	0	0	1
chief	2	12	5
chiefly	0	0	3
child	45	116	148
childhood	0	3	2
childish	2	0	2
childishness	0	0	1
children	1	1	0
chill	1	3	4
chilling	1	0	0
chillness	0	0	1
chilly	1	0	0
chimbley	0	0	4
chime	3	0	3
chimney	4	10	16
chimneys	0	0	1
chin	6	8	9
chink	2	5	3
chip	0	1	1
chirrup	1	0	0
chisel	0	2	0
chiswell	0	0	1
chiswick	0	0	1
chitle	0	0	26
chitling	0	0	10
chivalrous	0	1	0
chocolate	0	11	0
choice	1	6	1
choke	4	4	2
choking	0	0	1
choleric	0	0	1
choose	7	7	9
chop	0	1	0
chopper	0	1	0
chord	0	1	1
chorus	1	1	1
chorusse	0	0	1
chouse	0	1	0
christian	3	6	6
christians	0	0	1
christma	1	0	0
christmas	97	1	1
chronically	0	1	0
chronicle	0	1	0
chubby	0	1	0
chuck	0	0	1
chucking	0	0	1
chuckle	6	0	9
chuckling	0	0	1
chum	0	1	0
church	9	19	25
church84	1	0	0
churches	0	1	0
churchyard	2	3	7
cinder	0	0	1
cinderella	0	1	0
cinderous	0	1	0
cinnamon	1	0	0
circle	1	8	8
circuit	0	2	2
circuitous	0	0	1
circuitously	0	1	0
circulate	0	1	1
circumference	0	3	1
circumlocution	0	0	2
circumspect	0	0	1
circumspection	0	0	1
circumstance	0	31	37
circumstantial	0	2	1
circumstantially	0	0	1
circumwente	0	1	0
citizen	0	66	1
citizeness	0	13	0
city	13	45	8
civil	0	1	7
civility	0	0	2
claim	2	10	11
clammy	0	1	1
clamorous	0	1	0
clang	0	2	0
clank	2	0	2
clap	4	3	1
clapping	2	4	2
claptrap	0	1	0
claret	0	1	0
clash	4	3	1
clasp	4	11	18
clasped	2	1	1
clasping	0	4	3
clasps	0	1	0
class	0	6	6
classic	0	0	1
clatter	0	5	0
clattering	0	1	1
clause	0	0	1
claw	2	0	1
clay	0	2	7
claypole	0	0	53
clean	0	9	15
cleaning	0	0	2
clear	18	21	28
clearance	0	2	0
clearest	1	0	0
clearing	0	1	1
clearly	6	10	8
clearness	0	1	0
cleft	0	0	3
clemency	0	1	0
clench	0	2	11
clenched	0	2	0
clenching	0	0	1
clergy	0	1	0
clergyman	1	0	7
clerk	17	13	12
clerkenwell	0	3	3
clerkinwell	0	0	5
clerks	0	1	0
clever	0	0	14
click	2	0	0
client	0	5	0
cliff	0	2	0
climate	2	1	0
climate75	1	0	0
climax	0	1	0
climb	0	4	8
climbing	0	2	0
cling	1	6	6
clink	0	1	1
cloak	0	8	8
clock	12	31	27
clog	0	0	1
close	12	92	118
closed	1	4	2
closely	2	6	11
closeness	0	2	1
closet	4	5	6
closeted	0	0	1
closing	0	7	7
clot	0	0	1
cloth	3	1	12
clothe	6	20	27
clothesman	0	0	1
clothing	0	2	2
cloud	3	18	11
clouds	0	1	1
cloudy	0	1	1
clove	0	0	1
club	0	0	5
cluck	1	0	0
clue	1	0	5
clumsily	0	1	0
clumsy	0	3	0
clung	2	2	5
clusive	0	0	1
cluster	3	2	7
clusters	0	0	1
clutch	2	5	4
clutched	0	2	2
cly	0	14	0
co	0	4	0
coach	4	58	34
coachman	0	9	5
coachstep	0	0	1
coal	3	4	15
coarse	1	12	5
coarsest	0	1	1
coast	0	2	1
coat	3	18	51
coating	0	0	1
coax	0	1	0
coaxingly	0	0	3
cock	2	6	16
cockade	0	3	0
cocked	0	0	9
cockolorum	0	0	1
cod	0	0	2
code	1	2	3
codger	0	1	1
coercion	0	1	0
coffee	1	10	5
coffin	1	6	28
coffinlid	0	0	1
cogitate	0	1	1
cogitation	0	1	0
cognac	0	7	0
cognizant	0	0	1
coherent	0	0	1
coherently	0	1	0
coil	1	0	3
coiling	0	0	1
coin	0	4	3
coinage	0	1	0
coincidence	0	5	3
coiner	0	1	0
cold	30	30	69
colder	1	0	0
coldest	1	0	1
coldly	0	7	4
coldness	0	0	2
collapse	1	0	0
collar	4	2	20
colleague	0	0	2
collect	0	8	10
collectedly	0	2	2
collecting	0	0	1
collection	5	7	5
college	0	1	0
collier	0	0	1
colloquy	0	0	1
colonnade	0	1	0
colony	0	0	2
color	3	3	4
colour	6	22	15
coloured	0	0	3
colourless	0	0	1
colours	0	0	1
com	0	0	1
comb	0	1	1
combat	0	1	0
combination	0	2	2
combine	0	3	1
combustion	1	0	0
come	98	343	434
comedy	0	3	0
comely	2	1	0
comer	0	5	8
comes	0	1	0
comfort	4	14	13
comfortable	3	1	10
comfortably	0	0	1
comforted	0	0	1
comforter	5	0	0
comforting	0	0	1
comic	0	0	2
comical	1	0	2
comically	0	1	0
comin	0	0	1
coming	2	0	2
command	1	6	15
commence	0	4	2
commenced	0	0	1
commencement	0	2	3
commend	0	2	1
commendation	0	1	2
commended	0	2	0
commending	0	0	1
comment	0	2	0
commercial	1	1	3
commiserate	0	1	0
commiseration	0	2	1
commission	0	3	9
commit	2	5	15
committed	0	2	2
committee	0	2	2
committees	0	1	0
committing	0	0	1
common	3	24	30
commonest	0	0	1
commonly	0	1	1
commons	0	0	1
commotion	0	0	1
commune	0	0	1
communicate	1	10	12
communicated	0	0	1
communication	0	9	13
communicative	0	0	2
communing	0	1	1
community	0	0	1
compact	0	2	2
compactness	1	0	0
companion	2	16	62
companionship	0	2	2
company	11	23	38
comparative	0	0	1
comparatively	0	2	1
compare	0	2	7
comparison	0	4	1
compass	0	2	1
compassion	0	10	8
compassionate	0	7	1
compassionately	0	0	1
compatriot	0	2	0
compeer	0	2	0
compel	0	1	4
compelling	0	1	1
compensate	0	1	0
competent	1	0	0
competitor	0	1	0
compilation	1	1	1
complacency	0	1	3
complacent	0	2	2
complacently	0	1	2
complain	0	3	5
complaint	0	3	6
complete	0	10	10
completely	0	5	10
completeness	0	1	0
completest	0	0	1
completion	0	1	0
complexion	0	5	0
compliance	5	5	7
complicate	0	1	0
complicated	0	0	1
complied	0	1	0
compliment	0	7	10
complimentary	0	1	1
comply	9	15	15
comportable	0	1	0
compose	1	14	13
composed	0	0	2
composedly	0	6	2
composition	0	1	4
composure	0	6	1
compound	2	1	3
comprehend	0	6	6
comprehended	0	1	0
comprehension	0	0	1
comprehensive	2	0	3
compress	1	3	4
compression	0	2	0
comprise	0	0	4
compromise	0	3	3
compulsion	1	0	0
compunction	0	1	0
computation	0	0	1
computer	4	4	4
comrade	0	2	1
conceal	2	7	15
concealment	0	3	3
concede	0	1	2
conceited	0	1	0
conceivable	0	1	0
conceive	0	3	6
concentrate	0	1	0
concentrated	0	3	1
concentration	0	1	0
concept	2	2	2
conception	0	2	1
concern	2	6	15
concerned	0	0	1
concert	0	1	0
concession	0	1	2
conciergerie	0	10	0
conciliate	0	0	1
conciliatory	0	0	1
concise	0	0	1
conclave	0	0	1
conclude	0	3	15
conclusion	0	5	9
conclusive	0	0	1
concoct	0	1	0
concord	0	7	0
concourse	0	6	2
concurrence	0	0	1
concurrent	0	0	1
concussion	0	1	0
condemn	2	10	5
condemnation	0	2	0
condensed	1	0	0
condescend	0	0	5
condescendingly	0	0	2
condescension	1	1	1
condition	2	23	20
condole	0	2	0
condolence	0	0	1
conduce	0	1	0
conducive	1	1	1
conduct	9	10	8
conductor	0	5	5
confederate	0	0	1
confer	1	4	0
conference	1	12	6
conferring	0	1	0
confess	2	2	6
confession	0	0	4
confidant	0	0	1
confide	0	9	5
confidence	1	34	7
confident	0	6	1
confidential	1	4	2
confidentially	0	1	0
confidingly	0	1	0
confine	0	4	6
confined	0	0	1
confinement	0	2	3
confirm	1	6	9
confirmable	0	1	0
confirmation	1	2	1
confirmatory	0	0	2
confiscate	0	2	1
confiscation	0	2	0
conflagration	0	1	0
conflict	1	1	1
confound	0	3	8
confront	1	6	4
confronted	0	1	0
confuse	0	6	3
confused	1	4	5
confusedly	0	1	0
confusion	0	6	5
congeal	1	0	0
congenial	1	2	0
congratulate	0	4	1
congratulation	0	2	0
congratulatory	0	2	0
congress	0	1	0
conjecture	0	0	1
conjunction	0	1	0
conjuration	0	1	0
conjure	0	0	3
conjurer	0	0	1
conkey	0	0	9
connect	4	8	7
connected	0	0	2
connection	0	5	5
conquer	0	1	0
conscience	0	3	1
conscious	4	7	7
consciousness	2	5	5
consecrated	0	1	0
consent	2	4	4
consequence	3	8	21
consequent	0	2	2
consequential	1	1	1
consequently	1	4	6
consider	2	23	39
considerable	2	6	17
considerably	0	0	4
considerate	0	1	1
consideration	0	16	23
considering	1	0	0
consign	0	3	6
consignment	0	1	0
consist	0	3	2
consistent	0	0	2
consistently	0	1	0
consolation	1	5	6
consolatory	0	1	2
console	0	1	2
consoled	0	0	2
consolidation	0	1	0
consort	0	0	2
conspicuous	1	5	1
conspiracy	0	0	2
conspirator	0	1	0
constable	0	0	10
constancy	0	2	0
constant	1	3	4
constantly	1	7	3
consternation	0	1	0
constitute	0	1	1
constrain	0	1	0
constraint	0	2	1
construction	0	1	1
construe	0	0	1
consult	0	0	2
consultation	0	1	1
consulting	0	2	2
consume	0	1	1
consummation	0	0	1
consumption	0	1	0
contact	4	4	4
contagion	0	2	0
contagious	1	1	1
contain	4	5	25
contamination	0	1	0
contemplate	0	2	5
contemplating	0	2	0
contemplation	0	2	2
contemporary	0	1	0
contempt	0	3	6
contemptible	0	0	1
contemptuous	0	1	2
contemptuously	0	3	4
contend	0	5	2
content	4	7	20
contented	1	0	9
contention	0	1	0
contentious	0	2	0
contents	1	0	0
contest	0	1	2
continental	0	0	1
contingency	0	0	1
continually	0	1	0
continuation	0	0	1
continue	2	3	28
continued	0	0	3
continuity	0	1	0
continuous	0	2	2
continuously	0	1	0
contortion	1	0	1
contraband	0	2	0
contract	3	3	10
contraction	0	0	1
contractor	0	0	1
contradict	0	2	3
contradiction	1	1	3
contradictory	0	1	1
contrairy	0	0	1
contrary	1	1	6
contrast	1	4	4
contribution	2	2	2
contrition	0	0	1
contrivance	0	1	0
contrive	0	0	5
contrived	0	1	0
control	1	5	2
controvert	0	0	1
convenience	1	1	0
convenient	2	5	5
convent	0	1	0
conventionally	0	1	0
conversant	0	1	0
conversation	3	21	41
converse	1	2	11
conversion	0	1	0
convert	1	1	4
convey	3	9	10
conveyance	0	2	1
convict	0	0	2
conviction	0	4	3
convince	1	0	3
convinced	1	0	0
convivial	0	1	1
convulse	0	0	2
convulsion	0	0	3
convulsionist	0	1	0
convulsively	0	1	1
conweniency	0	0	1
conwenient	0	2	0
conwey	0	1	0
conwiction	0	1	0
cook	6	6	12
cool	0	7	11
coolest	0	2	0
coolly	1	2	5
cooly	0	0	1
cope	0	1	0
copied	1	1	1
copious	0	0	1
copper	2	0	6
coppice	0	1	1
copy	22	20	22
copying	5	4	4
copyright	14	20	20
coquetry	0	1	0
coquette	0	1	0
cord	0	1	2
cordial	0	1	0
cordially	1	0	3
corduroy	0	0	2
core	1	0	1
cork	1	0	2
corkscrew	0	1	1
corn	0	4	4
corner	11	65	58
cornered	0	1	0
corney	0	0	65
cornhill	3	0	0
cornice	0	0	1
corporation	2	1	1
corporeal	0	0	1
corpse	1	0	10
corpulent	0	0	1
correct	2	5	1
correction	0	2	2
correctly	0	1	1
correctness	0	1	0
correspond	0	0	1
correspondence	0	3	0
corresponding	0	1	1
correspondingly	0	2	0
corridor	0	3	0
corroborate	1	1	5
corroboration	0	1	1
corroborative	0	0	1
corrupt	2	2	1
corruption	0	1	0
cosily	0	0	1
cosmetic	0	0	1
cost	7	8	10
costly	0	0	2
costume	0	0	3
cosy	1	0	0
coterie	0	0	1
cottage	0	4	14
cottager	0	0	1
cotton	0	0	5
couch	1	1	2
cough	0	9	14
coughed	0	0	1
coughing	0	0	1
could	62	283	266
council	0	2	5
counsel	0	12	3
counsellor	0	1	1
count	9	20	8
countenance	1	8	46
counter	3	23	9
counteract	0	0	1
counterfeit	0	1	1
countermine	0	1	0
counterpane	0	1	1
counterpart	0	1	0
countersign	0	1	0
counterweight	0	1	0
countess	1	0	0
counting	0	2	1
countless	0	1	0
country	6	44	37
countryman	0	6	9
county	0	1	4
couple	5	2	27
courage	1	15	9
courageous	0	2	0
courier	0	3	0
course	9	31	72
court	6	55	18
courtesie	0	1	0
courtly	0	4	0
courtyard	0	36	0
cousin	2	1	0
cove	0	0	5
covent	0	0	1
cover	7	15	30
covered	0	0	2
covering	0	0	2
coverlet	0	2	2
coverley	1	0	0
coverlid	0	0	1
covert	0	0	1
covertly	0	0	2
covetous	2	0	1
covey	0	0	2
cow	1	7	1
coward	0	0	5
cowardice	0	1	1
cowardly	0	0	3
cower	0	0	4
cowered	0	0	1
crack	3	3	5
crackit	0	0	38
crackle	1	0	2
cracksman	0	0	1
cradle	0	3	3
craft	0	1	2
craftily	0	1	1
crafty	0	0	3
crag	0	8	0
cram	1	0	2
cramp	1	1	0
crane	0	2	0
crape	0	0	2
crash	1	8	3
crashing	0	0	1
cratchit	60	0	0
cravat	2	2	2
craven	0	1	2
craving	0	7	0
crawl	0	3	5
craze	0	2	0
crazy	0	2	5
creak	0	0	3
creasing	0	1	0
create	6	6	7
creation	3	3	1
creator	0	2	1
creature	8	34	34
credence	0	0	2
credential	2	1	0
credit	1	4	5
creditable	0	0	1
creditor	1	1	0
credulity	2	0	0
creek	1	0	1
creep	1	9	28
creetur	0	1	7
creeturs	0	0	1
crestfallen	0	1	0
crevice	0	2	3
crew	0	1	0
crib	0	0	6
cribbage	0	0	2
cricket	0	0	1
cried	0	0	4
crime	1	13	13
criminal	0	4	7
criminate	0	0	1
crimp	0	0	1
crimson	0	2	2
cringe	0	1	0
cripple	2	1	12
crippling	0	1	0
crisis	0	2	1
crisp	2	2	0
crisply	0	1	0
critic	0	0	1
critical	1	1	6
criticise	0	0	1
croak	0	11	1
crockery	0	1	0
crone	0	1	3
crook	0	1	0
crooked	0	4	0
crookedly	0	1	0
crop	0	2	2
cross	5	25	28
crosse	0	1	1
crossing	1	1	4
crouch	0	4	8
crow	0	1	1
crowbar	0	3	4
crowd	2	50	47
crowded	0	1	4
crowding	0	0	1
crown	4	7	9
cruel	0	17	7
cruelly	0	1	0
cruelty	0	1	4
crumb	1	2	2
crumble	0	4	2
crumbs	0	0	1
crumple	0	1	0
crunch	0	2	0
cruncher	0	122	0
crush	1	4	4
crusoe	3	0	0
crust	0	0	4
crutch	3	0	0
cry	56	91	238
crying	1	2	1
crystal	0	1	0
crystallisation	0	1	0
css	2	0	0
cub	0	0	2
cud	0	1	0
cudgel	0	0	1
cuff	2	1	5
culinary	0	1	0
cull	0	0	1
culminate	0	2	0
culpability	0	1	0
culprit	0	0	1
cultivate	2	2	1
cunne	0	0	1
cunning	0	1	9
cunningly	0	1	0
cup	1	2	18
cupboard	0	2	10
cupid	0	4	0
cupidity	0	0	1
cupola	1	0	0
cur	0	0	3
curator	0	1	0
cure	0	1	5
curiosity	1	11	5
curious	0	16	12
curiousity	0	0	7
curiously	7	3	0
curl	1	3	5
curling	0	0	1
current	1	6	7
curs	0	0	1
curse	0	7	15
cursed	0	0	1
curses	0	0	1
cursory	0	0	1
curtain	16	7	15
curtly	0	1	0
curtsey	0	3	5
curtsy	1	0	0
curve	0	1	0
cushion	0	2	0
custard	1	0	0
custodian	0	1	0
custody	0	2	5
custom	1	6	9
customary	0	2	3
customer	1	26	1
cut	6	11	30
cutlass	0	1	0
cutler	0	1	0
cutter	0	1	0
cutting	0	1	0
cuttry	0	0	1
cylinder	0	1	0
d	0	0	4
dab	0	1	0
dabe	0	0	1
dacious	0	0	1
dadsy	0	0	1
daffy	0	0	2
dagger	0	2	1
daily	0	6	3
dainty	1	3	2
dam	0	1	0
damage	8	8	11
damascus	1	0	0
dame	0	3	0
damien	0	1	0
damme	0	0	6
damn	0	1	5
damp	1	8	14
dance	12	15	2
danced	0	0	1
dancer	1	0	0
dancing	0	1	1
danger	0	29	18
dangerous	0	14	6
dangle	2	2	7
dank	0	1	0
dare	3	12	22
daren	0	0	1
dark	23	90	83
darken	0	10	2
darkest	0	1	0
darkie	0	0	1
darkly	0	5	1
darkness	7	29	21
darle	0	5	0
darling	0	12	3
darn	1	0	2
darnay	0	148	0
dart	1	6	21
dash	4	1	7
data	1	1	1
date	3	13	7
daub	0	0	1
daughter	9	73	7
daunt	0	0	1
david	0	1	0
dawkin	0	0	19
dawkins	0	0	1
dawn	0	5	3
dawning	0	0	1
daws	1	0	0
day	52	257	189
daybreak	0	3	2
daydream	0	0	1
daylight	1	3	2
days	1	3	0
daze	0	1	0
dazzle	0	0	1
de	2	5	2
dead	19	67	65
deaden	0	1	0
deadly	0	4	8
deaf	0	2	4
deafen	1	2	1
deal	6	12	51
dealer	1	0	0
dealing	1	0	0
dear	26	126	286
dearer	0	4	0
dearest	0	11	5
dearly	1	2	3
death	12	67	62
deathbe	0	0	1
deathlike	0	0	1
debase	0	0	1
debate	0	2	0
debating	0	1	0
debauch	0	1	0
debauchery	0	1	0
debt	1	1	1
debtor	1	2	0
decanter	3	0	1
decay	1	2	2
decayed	0	0	1
decease	0	2	2
deceased	1	0	0
deceit	0	2	0
deceitful	0	0	1
deceive	0	6	8
december	3	4	0
decent	0	1	1
decently	0	1	0
deception	0	1	1
decide	1	8	9
decidedly	0	4	5
decipher	0	2	0
decision	0	1	4
decisive	0	0	1
deck	1	2	0
declaim	0	1	0
declaration	0	0	5
declare	0	11	10
declension	1	0	0
decline	0	3	4
decomposing	0	1	0
decomposition	0	1	0
decorate	1	1	2
decoration	1	7	3
decrease	2	0	0
decreasing	0	0	1
decree	0	11	0
decreed	0	1	0
decrepitude	0	0	1
deduce	0	2	0
deduct	0	1	0
deductible	1	1	1
deed	3	10	4
deem	0	3	9
deep	7	29	54
deepen	0	9	1
deeply	0	6	20
deer	0	1	0
deface	0	1	1
defarge	0	311	0
defeat	0	2	1
defect	4	4	4
defective	3	3	3
defence	0	1	1
defenceless	1	1	0
defend	0	2	3
defendant	0	1	0
deference	1	4	1
deferential	0	0	2
deferentially	0	1	2
defiance	1	4	5
deficiency	0	0	1
deficient	0	1	0
defied	0	0	1
define	0	3	3
definite	0	2	0
deformation	0	0	1
deftly	1	1	0
defy	1	1	4
degenerate	0	1	0
degradation	1	1	3
degrade	0	1	2
degrading	0	1	0
degree	3	19	22
deign	0	1	1
deject	0	4	2
dejectedly	0	1	1
delay	1	13	15
delegate	0	0	2
deletion	1	1	1
deliberate	1	2	0
deliberately	0	4	4
deliberation	0	0	4
delicacy	0	12	0
delicate	1	12	10
delicately	1	4	0
delicious	2	0	5
delight	7	3	16
delighted	1	0	7
delightful	2	1	1
delinquent	0	0	1
delirious	0	0	1
deliver	0	21	18
deliverance	0	1	0
delivery	0	0	2
deluge	0	2	0
delusion	0	2	0
delve	0	1	0
demand	4	19	44
demean	0	1	0
demeanor	0	0	2
demeanour	1	2	4
demente	0	1	0
demogalized	0	0	1
demolition	0	0	1
demon	1	1	1
demoniacal	0	0	1
demonstrate	0	0	4
demonstration	0	5	1
demonstrative	0	2	0
demur	0	2	1
demurely	1	0	0
den	1	3	6
denial	0	4	1
denizen	0	0	1
denominate	0	0	1
denote	0	2	3
denounce	0	13	0
denouncer	0	1	0
dense	2	1	5
densely	0	0	2
dentify	0	0	1
denunciation	0	6	0
deny	1	3	6
denying	0	0	1
depart	2	9	11
department	0	0	7
departure	0	1	2
depend	2	16	10
dependent	0	0	2
depict	0	0	3
deplorable	0	1	0
deplore	0	1	2
deport	0	0	1
deportment	0	1	2
deposit	1	1	10
deposition	0	0	1
depositor	0	1	0
depository	0	1	0
depravity	0	0	1
deprecate	0	1	0
deprecatory	0	2	0
depredator	0	0	1
depress	0	0	1
depressed	1	3	0
depressing	0	0	1
deprivation	0	2	0
deprive	1	0	7
depth	1	9	3
deputy	0	0	1
der	1	0	0
deriding	0	1	0
derivable	0	0	1
derivative	3	3	3
derive	3	7	4
dervish	0	1	0
descend	3	11	12
descendant	0	2	0
descended	0	0	2
descending	0	0	1
descent	0	5	0
describe	2	15	19
descried	0	0	2
descript	0	1	0
description	0	5	15
descry	0	2	0
desert	2	8	5
deserted	0	3	6
deserting	0	0	1
desertion	0	1	0
deserve	1	7	7
deserved	0	1	0
design	1	4	2
designate	0	0	3
designation	0	1	2
designedly	0	1	0
designing	0	0	1
desirable	1	4	6
desire	5	19	11
desirous	0	1	3
desist	0	0	2
desk	4	13	7
desolate	0	7	5
desolately	0	1	0
desolation	1	1	3
despair	0	6	2
despairing	0	0	1
despairingly	1	0	0
despatch	1	4	3
despatched	0	1	0
desperate	1	9	23
desperation	0	3	3
despise	0	1	2
despite	1	1	6
despoil	1	2	0
despond	0	1	0
despondency	0	3	1
despondent	1	1	0
despondingly	0	0	3
dessert	1	0	0
destination	0	8	8
destine	0	1	1
destined	0	0	2
destiny	0	4	3
destitute	1	1	4
destroy	2	7	6
destruction	0	8	2
destructive	0	1	1
detach	2	3	5
detachment	0	1	0
detail	0	8	3
detain	1	5	1
detained	0	0	1
detect	0	8	0
detection	0	0	2
detention	0	1	0
determination	0	6	11
determine	1	9	17
determined	0	0	8
detest	0	3	1
detestation	1	1	0
detract	0	0	1
detraction	0	0	1
detriment	0	1	0
deuce	1	0	0
develop	1	2	2
development	1	0	0
device	0	3	1
devil	1	18	31
devilish	0	1	1
devilishly	0	1	0
devilry	0	2	0
devious	0	0	1
devise	0	1	1
devolve	0	0	1
devonshire	0	1	0
devote	1	6	4
